Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_initial_t,p_final_t,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai50_20.txt - Instance 9,50,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,4651,4607,10.983549356460571
tai50_20.txt - Instance 10,50,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,4879,4706,10.599157333374023
tai100_20.txt - Instance 1,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,7968,7968,36.682249307632446
tai100_20.txt - Instance 2,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,7575,7575,38.02050805091858
tai100_20.txt - Instance 3,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,8170,8170,37.7597177028656
tai100_20.txt - Instance 4,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,8034,7530,38.69916582107544
tai100_20.txt - Instance 5,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,8433,8309,38.014851570129395
tai100_20.txt - Instance 6,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,7820,7820,37.45179104804993
tai100_20.txt - Instance 7,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,8304,8304,38.117239236831665
tai100_20.txt - Instance 8,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,7910,7850,38.495184898376465
tai100_20.txt - Instance 9,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,7843,7843,37.95572257041931
tai100_20.txt - Instance 10,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,7869,7869,39.10273790359497
tai15_15.txt - Instance 1,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1865,1740,0.9653987884521484
tai15_15.txt - Instance 2,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1911,1698,1.017113447189331
tai15_15.txt - Instance 3,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1942,1778,0.983588695526123
tai15_15.txt - Instance 4,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1946,1686,0.9829823970794678
tai15_15.txt - Instance 5,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1725,1725,1.1002228260040283
tai15_15.txt - Instance 6,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1739,1673,1.033008337020874
tai15_15.txt - Instance 7,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1993,1722,0.916895866394043
tai15_15.txt - Instance 8,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1904,1698,0.8993685245513916
tai15_15.txt - Instance 9,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2057,1854,0.8826868534088135
tai15_15.txt - Instance 10,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1808,1702,0.901604175567627
tai20_15.txt - Instance 1,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2225,2129,1.366877555847168
tai20_15.txt - Instance 2,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2266,2048,2.038356304168701
tai20_15.txt - Instance 3,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2183,2032,1.6943650245666504
tai20_15.txt - Instance 4,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2278,1947,1.369347333908081
tai20_15.txt - Instance 5,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2335,1995,1.414081335067749
tai20_15.txt - Instance 6,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2089,2034,1.3828027248382568
tai20_15.txt - Instance 7,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2112,2078,1.4212102890014648
tai20_15.txt - Instance 8,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2197,2066,1.7600953578948975
tai20_15.txt - Instance 9,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2123,2097,1.4668800830841064
tai20_15.txt - Instance 10,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1910,1866,1.4335036277770996
tai20_20.txt - Instance 1,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2679,2469,2.3540053367614746
tai20_20.txt - Instance 2,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2519,2424,2.515578269958496
tai20_20.txt - Instance 3,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2449,2316,2.4289963245391846
tai20_20.txt - Instance 4,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2773,2358,2.2997350692749023
tai20_20.txt - Instance 5,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2679,2439,2.3738415241241455
tai20_20.txt - Instance 6,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2297,2297,2.342437744140625
tai20_20.txt - Instance 7,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2870,2519,2.2167348861694336
tai20_20.txt - Instance 8,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2621,2395,2.5512890815734863
tai20_20.txt - Instance 9,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2689,2540,2.681577205657959
tai20_20.txt - Instance 10,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2691,2377,2.216740846633911
tai30_15.txt - Instance 1,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3120,2776,2.616891860961914
tai30_15.txt - Instance 2,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3071,2838,2.9346189498901367
tai30_15.txt - Instance 3,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2795,2795,2.7368898391723633
tai30_15.txt - Instance 4,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3068,2800,3.3442368507385254
tai30_15.txt - Instance 5,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3114,2772,3.883857250213623
tai30_15.txt - Instance 6,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2967,2752,2.633216381072998
tai30_15.txt - Instance 7,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3144,2776,2.771768093109131
tai30_15.txt - Instance 8,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2463,2463,2.56148099899292
tai30_15.txt - Instance 9,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3175,2769,2.6662497520446777
tai30_15.txt - Instance 10,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2940,2625,3.4168522357940674
tai30_20.txt - Instance 1,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3166,3166,4.352251052856445
tai30_20.txt - Instance 2,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3411,3305,4.446231126785278
tai30_20.txt - Instance 3,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3220,3103,4.516639947891235
tai30_20.txt - Instance 4,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3337,3321,4.359854221343994
tai30_20.txt - Instance 5,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3360,3216,4.555657625198364
tai30_20.txt - Instance 6,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3326,3326,4.4496378898620605
tai30_20.txt - Instance 7,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3050,3050,5.266535043716431
tai30_20.txt - Instance 8,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3452,3214,4.523136615753174
tai30_20.txt - Instance 9,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3207,3095,4.891788959503174
tai30_20.txt - Instance 10,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3044,3044,4.4133875370025635
tai50_15.txt - Instance 1,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4468,4122,5.948899507522583
tai50_15.txt - Instance 2,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4474,4108,6.266720771789551
tai50_15.txt - Instance 3,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3830,3830,7.799711227416992
tai50_15.txt - Instance 4,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4362,3958,6.533208608627319
tai50_15.txt - Instance 5,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4978,4040,6.166094541549683
tai50_15.txt - Instance 6,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4525,4029,5.977627277374268
tai50_15.txt - Instance 7,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4595,4165,7.0266687870025635
tai50_15.txt - Instance 8,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4380,4256,6.162109136581421
tai50_15.txt - Instance 9,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4220,4005,6.3861541748046875
tai50_15.txt - Instance 10,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4471,3769,6.000452280044556
tai50_20.txt - Instance 1,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4577,4577,10.898958206176758
tai50_20.txt - Instance 2,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4642,4642,10.583460807800293
tai50_20.txt - Instance 3,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4210,4210,10.699734449386597
tai50_20.txt - Instance 4,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4377,4324,10.982932090759277
tai50_20.txt - Instance 5,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4536,4428,11.836204528808594
tai50_20.txt - Instance 6,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4944,4505,11.446082353591919
tai50_20.txt - Instance 7,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4906,4661,10.315743446350098
tai50_20.txt - Instance 8,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4539,4367,10.515146970748901
tai50_20.txt - Instance 9,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4651,4651,10.93626594543457
tai50_20.txt - Instance 10,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4879,4810,10.566379070281982
tai100_20.txt - Instance 1,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,7968,7968,36.01198482513428
tai100_20.txt - Instance 2,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,7575,7566,35.86569952964783
tai100_20.txt - Instance 3,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,8170,7967,36.935447454452515
tai100_20.txt - Instance 4,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,8034,8034,36.34529447555542
tai100_20.txt - Instance 5,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,8433,8026,36.91499638557434
tai100_20.txt - Instance 6,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,7820,7820,40.98166275024414
tai100_20.txt - Instance 7,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,8304,8304,38.01511788368225
tai100_20.txt - Instance 8,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,7910,7827,34.48206186294556
tai100_20.txt - Instance 9,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,7843,7843,34.88548755645752
tai100_20.txt - Instance 10,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,7869,7736,35.27878713607788
tai15_15.txt - Instance 1,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1865,1727,0.8831467628479004
tai15_15.txt - Instance 2,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1911,1733,0.9166009426116943
tai15_15.txt - Instance 3,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1942,1709,0.9199819564819336
tai15_15.txt - Instance 4,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1946,1634,0.9133856296539307
tai15_15.txt - Instance 5,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1725,1725,0.9166786670684814
tai15_15.txt - Instance 6,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1739,1658,0.9336307048797607
tai15_15.txt - Instance 7,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1993,1623,0.8953149318695068
tai15_15.txt - Instance 8,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1904,1634,0.8910963535308838
tai15_15.txt - Instance 9,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2057,1720,0.8633501529693604
tai15_15.txt - Instance 10,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1808,1696,0.9163110256195068
tai20_15.txt - Instance 1,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2225,2054,1.4335572719573975
tai20_15.txt - Instance 2,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2266,2058,1.4353575706481934
tai20_15.txt - Instance 3,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2183,2038,1.4142603874206543
tai20_15.txt - Instance 4,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2278,1884,1.61688232421875
tai20_15.txt - Instance 5,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2335,2001,1.46653151512146
tai20_15.txt - Instance 6,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2089,2035,1.4998435974121094
tai20_15.txt - Instance 7,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2112,1940,1.4668681621551514
tai20_15.txt - Instance 8,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2197,2080,1.4831833839416504
tai20_15.txt - Instance 9,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2123,1927,1.4335665702819824
tai20_15.txt - Instance 10,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1910,1910,1.4661898612976074
tai20_20.txt - Instance 1,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2679,2434,2.2863962650299072
tai20_20.txt - Instance 2,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2519,2304,2.280052423477173
tai20_20.txt - Instance 3,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2449,2352,2.4334394931793213
tai20_20.txt - Instance 4,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2773,2478,2.2816805839538574
tai20_20.txt - Instance 5,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2679,2443,2.2340428829193115
tai20_20.txt - Instance 6,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2297,2297,2.233027219772339
tai20_20.txt - Instance 7,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2870,2484,2.216573476791382
tai20_20.txt - Instance 8,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2621,2577,2.2891085147857666
tai20_20.txt - Instance 9,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2689,2505,2.2772810459136963
tai20_20.txt - Instance 10,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2691,2378,2.350062370300293
tai30_15.txt - Instance 1,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3120,2612,2.526181221008301
tai30_15.txt - Instance 2,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3071,2862,2.5333781242370605
tai30_15.txt - Instance 3,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2795,2795,2.5828473567962646
tai30_15.txt - Instance 4,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3068,2844,2.4998698234558105
tai30_15.txt - Instance 5,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3114,2681,2.558835029602051
tai30_15.txt - Instance 6,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2967,2757,2.611361503601074
tai30_15.txt - Instance 7,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3144,2747,2.6634976863861084
tai30_15.txt - Instance 8,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2463,2463,2.5691092014312744
tai30_15.txt - Instance 9,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3175,2723,3.0858073234558105
tai30_15.txt - Instance 10,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2940,2584,2.79465651512146
tai30_20.txt - Instance 1,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3166,3166,4.329300880432129
tai30_20.txt - Instance 2,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3411,3117,4.302781343460083
tai30_20.txt - Instance 3,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3220,3099,4.099819898605347
tai30_20.txt - Instance 4,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3337,3324,4.296917200088501
tai30_20.txt - Instance 5,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3360,3178,4.299814224243164
tai30_20.txt - Instance 6,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3326,3326,4.216405391693115
tai30_20.txt - Instance 7,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3050,3050,5.827977895736694
tai30_20.txt - Instance 8,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3452,3285,4.321728229522705
tai30_20.txt - Instance 9,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3207,3207,4.499977111816406
tai30_20.txt - Instance 10,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3044,3044,4.182675838470459
tai50_15.txt - Instance 1,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4468,4135,6.097410202026367
tai50_15.txt - Instance 2,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4474,4058,6.155738592147827
tai50_15.txt - Instance 3,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3830,3830,6.879863500595093
tai50_15.txt - Instance 4,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4362,3912,6.1570885181427
tai50_15.txt - Instance 5,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4978,4096,5.849752902984619
tai50_15.txt - Instance 6,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4525,3976,5.799712657928467
tai50_15.txt - Instance 7,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4595,4311,6.316555500030518
tai50_15.txt - Instance 8,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4380,4113,6.0163867473602295
tai50_15.txt - Instance 9,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4220,4013,6.049598932266235
tai50_15.txt - Instance 10,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4471,4007,6.336377143859863
tai50_20.txt - Instance 1,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4577,4577,10.30329966545105
tai50_20.txt - Instance 2,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4642,4630,10.759261846542358
tai50_20.txt - Instance 3,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4210,4210,12.115614414215088
tai50_20.txt - Instance 4,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4377,4377,10.736021518707275
tai50_20.txt - Instance 5,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4536,4389,10.880459547042847
tai50_20.txt - Instance 6,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4944,4661,10.03142523765564
tai50_20.txt - Instance 7,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4906,4691,10.18302035331726
tai50_20.txt - Instance 8,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4539,4401,10.066091299057007
tai50_20.txt - Instance 9,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4651,4651,10.032926321029663
tai50_20.txt - Instance 10,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4879,4879,9.917174816131592
tai100_20.txt - Instance 1,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,7968,7968,36.064427852630615
tai100_20.txt - Instance 2,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,7575,7570,37.132320404052734
tai100_20.txt - Instance 3,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,8170,8170,35.64407253265381
tai100_20.txt - Instance 4,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,8034,8020,34.65340065956116
tai100_20.txt - Instance 5,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,8433,7808,35.66636371612549
tai100_20.txt - Instance 6,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,7820,7820,36.62848711013794
tai100_20.txt - Instance 7,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,8304,7932,37.5653612613678
tai100_20.txt - Instance 8,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,7910,7774,36.63219428062439
tai100_20.txt - Instance 9,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,7843,7811,36.61939072608948
tai100_20.txt - Instance 10,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,7869,7869,35.19359564781189
tai15_15.txt - Instance 1,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1865,1626,0.8373000621795654
tai15_15.txt - Instance 2,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1911,1661,0.8989126682281494
tai15_15.txt - Instance 3,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1942,1688,0.8470315933227539
tai15_15.txt - Instance 4,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1946,1748,0.9165313243865967
tai15_15.txt - Instance 5,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1725,1656,0.8863816261291504
tai15_15.txt - Instance 6,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1739,1636,0.8613295555114746
tai15_15.txt - Instance 7,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1993,1767,0.9148046970367432
tai15_15.txt - Instance 8,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1904,1603,0.8864614963531494
tai15_15.txt - Instance 9,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2057,1724,0.9073340892791748
tai15_15.txt - Instance 10,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1808,1670,1.1245920658111572
tai20_15.txt - Instance 1,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2225,1971,1.4268443584442139
tai20_15.txt - Instance 2,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2266,2143,1.3876404762268066
tai20_15.txt - Instance 3,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2183,2086,1.3658552169799805
tai20_15.txt - Instance 4,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2278,1987,1.366610050201416
tai20_15.txt - Instance 5,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2335,2062,1.4370861053466797
tai20_15.txt - Instance 6,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2089,2005,1.4129130840301514
tai20_15.txt - Instance 7,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2112,2112,1.3998334407806396
tai20_15.txt - Instance 8,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2197,2054,1.368823528289795
tai20_15.txt - Instance 9,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2123,2024,1.3597962856292725
tai20_15.txt - Instance 10,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1910,1910,1.3543519973754883
tai20_20.txt - Instance 1,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2679,2508,2.500033378601074
tai20_20.txt - Instance 2,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2519,2389,2.2740964889526367
tai20_20.txt - Instance 3,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2449,2407,2.2757415771484375
tai20_20.txt - Instance 4,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2773,2522,2.8833045959472656
tai20_20.txt - Instance 5,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2679,2351,2.4665908813476562
tai20_20.txt - Instance 6,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2297,2297,2.183040142059326
tai20_20.txt - Instance 7,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2870,2504,2.2170066833496094
tai20_20.txt - Instance 8,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2621,2385,2.33912992477417
tai20_20.txt - Instance 9,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2689,2444,2.1315934658050537
tai20_20.txt - Instance 10,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2691,2421,2.095242500305176
tai30_15.txt - Instance 1,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3120,2639,2.6001393795013428
tai30_15.txt - Instance 2,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3071,2867,2.416311502456665
tai30_15.txt - Instance 3,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2795,2795,2.573012351989746
tai30_15.txt - Instance 4,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3068,2837,2.8938305377960205
tai30_15.txt - Instance 5,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3114,2668,2.6165950298309326
tai30_15.txt - Instance 6,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2967,2939,2.5999395847320557
tai30_15.txt - Instance 7,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3144,2775,2.5163471698760986
tai30_15.txt - Instance 8,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2463,2463,2.600480794906616
tai30_15.txt - Instance 9,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3175,2654,2.5861003398895264
tai30_15.txt - Instance 10,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2940,2647,2.6849775314331055
tai30_20.txt - Instance 1,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3166,3166,4.458857774734497
tai30_20.txt - Instance 2,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3411,3150,4.219537258148193
tai30_20.txt - Instance 3,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3220,3147,4.296449661254883
tai30_20.txt - Instance 4,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3337,3223,4.466464519500732
tai30_20.txt - Instance 5,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3360,3212,4.266255617141724
tai30_20.txt - Instance 6,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3326,3326,4.209980249404907
tai30_20.txt - Instance 7,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3050,3050,4.283716917037964
tai30_20.txt - Instance 8,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3452,3291,4.491511344909668
tai30_20.txt - Instance 9,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3207,3112,4.365619659423828
tai30_20.txt - Instance 10,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3044,3044,4.763829231262207
tai50_15.txt - Instance 1,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4468,4039,5.8998284339904785
tai50_15.txt - Instance 2,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4474,4292,5.73396372795105
tai50_15.txt - Instance 3,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3830,3815,5.682610273361206
tai50_15.txt - Instance 4,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4362,3976,5.850311994552612
tai50_15.txt - Instance 5,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4978,4131,5.7493736743927
tai50_15.txt - Instance 6,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4525,4130,5.866554260253906
tai50_15.txt - Instance 7,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4595,4161,5.869383335113525
tai50_15.txt - Instance 8,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4380,4252,5.663878917694092
