Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_initial_t,p_final_t,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai30_20.txt - Instance 9,30,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,3207,3071,4.866248369216919
tai30_20.txt - Instance 10,30,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,3044,3044,3.8832337856292725
tai50_15.txt - Instance 1,50,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,4468,4163,5.952480316162109
tai50_15.txt - Instance 2,50,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,4474,4173,5.836669683456421
tai50_15.txt - Instance 3,50,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,3830,3823,5.712317228317261
tai50_15.txt - Instance 4,50,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,4362,4113,5.947026252746582
tai50_15.txt - Instance 5,50,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,4978,4145,5.779788255691528
tai50_15.txt - Instance 6,50,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,4525,4143,5.902056455612183
tai50_15.txt - Instance 7,50,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,4595,4284,6.131396055221558
tai50_15.txt - Instance 8,50,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,4380,4206,5.899604082107544
tai50_15.txt - Instance 9,50,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,4220,4117,6.1333911418914795
tai50_15.txt - Instance 10,50,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,4471,4094,5.834482192993164
tai50_20.txt - Instance 1,50,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,4577,4477,10.464511632919312
tai50_20.txt - Instance 2,50,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,4642,4605,10.504066705703735
tai50_20.txt - Instance 3,50,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,4210,4210,10.575059413909912
tai50_20.txt - Instance 4,50,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,4377,4342,10.441343307495117
tai50_20.txt - Instance 5,50,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,4536,4376,9.81545615196228
tai50_20.txt - Instance 6,50,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,4944,4435,9.946529388427734
tai50_20.txt - Instance 7,50,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,4906,4631,9.908321619033813
tai50_20.txt - Instance 8,50,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,4539,4492,9.924403667449951
tai50_20.txt - Instance 9,50,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,4651,4651,9.849364280700684
tai50_20.txt - Instance 10,50,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,4879,4718,9.683334589004517
tai100_20.txt - Instance 1,100,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,7968,7798,34.45560026168823
tai100_20.txt - Instance 2,100,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,7575,7575,35.64177227020264
tai100_20.txt - Instance 3,100,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,8170,8170,34.248480796813965
tai100_20.txt - Instance 4,100,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,8034,8034,34.48585844039917
tai100_20.txt - Instance 5,100,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,8433,8433,34.19286346435547
tai100_20.txt - Instance 6,100,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,7820,7657,34.16610503196716
tai100_20.txt - Instance 7,100,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,8304,8304,35.49886965751648
tai100_20.txt - Instance 8,100,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,7910,7714,36.81519532203674
tai100_20.txt - Instance 9,100,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,7843,7843,34.249518394470215
tai100_20.txt - Instance 10,100,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,7869,7610,35.34802222251892
tai15_15.txt - Instance 1,15,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,1865,1747,0.8575067520141602
tai15_15.txt - Instance 2,15,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,1911,1682,0.8257098197937012
tai15_15.txt - Instance 3,15,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,1942,1708,0.8497843742370605
tai15_15.txt - Instance 4,15,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,1946,1719,0.8511881828308105
tai15_15.txt - Instance 5,15,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,1725,1610,0.8833541870117188
tai15_15.txt - Instance 6,15,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,1739,1564,0.9169600009918213
tai15_15.txt - Instance 7,15,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,1993,1710,0.9993007183074951
tai15_15.txt - Instance 8,15,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,1904,1776,0.8837685585021973
tai15_15.txt - Instance 9,15,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2057,1828,0.8831241130828857
tai15_15.txt - Instance 10,15,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,1808,1734,0.8876571655273438
tai20_15.txt - Instance 1,20,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2225,2007,1.3164761066436768
tai20_15.txt - Instance 2,20,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2266,2135,1.332909345626831
tai20_15.txt - Instance 3,20,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2183,2106,2.3003454208374023
tai20_15.txt - Instance 4,20,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2278,1922,1.566396713256836
tai20_15.txt - Instance 5,20,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2335,2024,1.3365459442138672
tai20_15.txt - Instance 6,20,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2089,2089,1.296858787536621
tai20_15.txt - Instance 7,20,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2112,2112,1.3356654644012451
tai20_15.txt - Instance 8,20,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2197,2081,1.3124113082885742
tai20_15.txt - Instance 9,20,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2123,2082,1.5182442665100098
tai20_15.txt - Instance 10,20,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,1910,1910,1.3321731090545654
tai20_20.txt - Instance 1,20,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,2679,2474,2.148526191711426
tai20_20.txt - Instance 2,20,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,2519,2486,2.1669716835021973
tai20_20.txt - Instance 3,20,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,2449,2387,2.1660118103027344
tai20_20.txt - Instance 4,20,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,2773,2409,2.1560325622558594
tai20_20.txt - Instance 5,20,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,2679,2435,2.1294565200805664
tai20_20.txt - Instance 6,20,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,2297,2297,2.1311140060424805
tai20_20.txt - Instance 7,20,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,2870,2599,2.366816282272339
tai20_20.txt - Instance 8,20,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,2621,2496,2.1184206008911133
tai20_20.txt - Instance 9,20,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,2689,2541,2.1479573249816895
tai20_20.txt - Instance 10,20,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,2691,2470,2.152998208999634
tai30_15.txt - Instance 1,30,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,3120,2786,2.4337003231048584
tai30_15.txt - Instance 2,30,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,3071,2808,2.4122040271759033
tai30_15.txt - Instance 3,30,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2795,2689,2.4673118591308594
tai30_15.txt - Instance 4,30,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,3068,2763,2.5658481121063232
tai30_15.txt - Instance 5,30,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,3114,2789,2.4626049995422363
tai30_15.txt - Instance 6,30,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2967,2753,2.4364702701568604
tai30_15.txt - Instance 7,30,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,3144,2809,2.4524810314178467
tai30_15.txt - Instance 8,30,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2463,2463,2.4121320247650146
tai30_15.txt - Instance 9,30,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,3175,2760,2.4503958225250244
tai30_15.txt - Instance 10,30,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,2940,2649,2.8216264247894287
tai30_20.txt - Instance 1,30,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,3166,3166,4.199563503265381
tai30_20.txt - Instance 2,30,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,3411,3237,4.7636847496032715
tai30_20.txt - Instance 3,30,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,3220,3177,4.082614183425903
tai30_20.txt - Instance 4,30,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,3337,3275,4.3667685985565186
tai30_20.txt - Instance 5,30,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,3360,3157,4.2699267864227295
tai30_20.txt - Instance 6,30,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,3326,3326,4.025167942047119
tai30_20.txt - Instance 7,30,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,3050,3050,4.019826412200928
tai30_20.txt - Instance 8,30,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,3452,3190,4.233375549316406
tai30_20.txt - Instance 9,30,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,3207,3194,4.210774183273315
tai30_20.txt - Instance 10,30,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,3044,3044,5.1055989265441895
tai50_15.txt - Instance 1,50,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,4468,4005,5.882847309112549
tai50_15.txt - Instance 2,50,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,4474,4036,6.200150966644287
tai50_15.txt - Instance 3,50,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,3830,3830,5.883131265640259
tai50_15.txt - Instance 4,50,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,4362,3998,5.787049770355225
tai50_15.txt - Instance 5,50,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,4978,4081,5.716874837875366
tai50_15.txt - Instance 6,50,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,4525,4092,5.778660297393799
tai50_15.txt - Instance 7,50,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,4595,4189,5.86653995513916
tai50_15.txt - Instance 8,50,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,4380,4097,6.232792139053345
tai50_15.txt - Instance 9,50,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,4220,3967,5.817029237747192
tai50_15.txt - Instance 10,50,15,1000,0.3,0.7,20,0.995,500.0,0.1,100,4471,3961,5.599611520767212
tai50_20.txt - Instance 1,50,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,4577,4557,9.916133403778076
tai50_20.txt - Instance 2,50,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,4642,4642,9.866272687911987
tai50_20.txt - Instance 3,50,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,4210,4210,9.799685001373291
tai50_20.txt - Instance 4,50,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,4377,4344,10.303083181381226
tai50_20.txt - Instance 5,50,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,4536,4463,9.779822587966919
tai50_20.txt - Instance 6,50,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,4944,4639,9.699213027954102
tai50_20.txt - Instance 7,50,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,4906,4464,10.633381128311157
tai50_20.txt - Instance 8,50,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,4539,4246,10.732566356658936
tai50_20.txt - Instance 9,50,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,4651,4651,10.116983652114868
tai50_20.txt - Instance 10,50,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,4879,4640,9.899033308029175
tai100_20.txt - Instance 1,100,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,7968,7968,34.301989793777466
tai100_20.txt - Instance 2,100,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,7575,7575,35.24929237365723
tai100_20.txt - Instance 3,100,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,8170,8131,34.3445143699646
tai100_20.txt - Instance 4,100,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,8034,7909,34.08265256881714
tai100_20.txt - Instance 5,100,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,8433,8076,36.114806175231934
tai100_20.txt - Instance 6,100,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,7820,7820,34.28751468658447
tai100_20.txt - Instance 7,100,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,8304,7805,35.0270049571991
tai100_20.txt - Instance 8,100,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,7910,7859,34.56645345687866
tai100_20.txt - Instance 9,100,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,7843,7843,34.61398887634277
tai100_20.txt - Instance 10,100,20,1000,0.3,0.7,20,0.995,500.0,0.1,100,7869,7670,34.61539697647095
tai15_15.txt - Instance 1,15,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,1865,1771,0.9207007884979248
tai15_15.txt - Instance 2,15,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,1911,1759,0.9127864837646484
tai15_15.txt - Instance 3,15,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,1942,1661,0.8998699188232422
tai15_15.txt - Instance 4,15,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,1946,1704,0.9161293506622314
tai15_15.txt - Instance 5,15,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,1725,1725,0.9171450138092041
tai15_15.txt - Instance 6,15,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,1739,1700,0.9550416469573975
tai15_15.txt - Instance 7,15,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,1993,1671,0.9778201580047607
tai15_15.txt - Instance 8,15,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,1904,1744,0.9525754451751709
tai15_15.txt - Instance 9,15,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2057,1783,0.9301319122314453
tai15_15.txt - Instance 10,15,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,1808,1655,0.9667332172393799
tai20_15.txt - Instance 1,20,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2225,2091,1.5500428676605225
tai20_15.txt - Instance 2,20,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2266,2072,1.4165818691253662
tai20_15.txt - Instance 3,20,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2183,2018,1.381864070892334
tai20_15.txt - Instance 4,20,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2278,2010,1.400562047958374
tai20_15.txt - Instance 5,20,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2335,2017,1.3843357563018799
tai20_15.txt - Instance 6,20,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2089,1964,1.3493759632110596
tai20_15.txt - Instance 7,20,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2112,2100,1.3666160106658936
tai20_15.txt - Instance 8,20,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2197,1977,1.3333213329315186
tai20_15.txt - Instance 9,20,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2123,1952,1.366659164428711
tai20_15.txt - Instance 10,20,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,1910,1910,1.3496942520141602
tai20_20.txt - Instance 1,20,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,2679,2373,2.232949733734131
tai20_20.txt - Instance 2,20,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,2519,2507,2.300027370452881
tai20_20.txt - Instance 3,20,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,2449,2359,2.1320273876190186
tai20_20.txt - Instance 4,20,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,2773,2441,2.1353607177734375
tai20_20.txt - Instance 5,20,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,2679,2430,2.2027652263641357
tai20_20.txt - Instance 6,20,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,2297,2297,2.1609749794006348
tai20_20.txt - Instance 7,20,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,2870,2557,2.14207124710083
tai20_20.txt - Instance 8,20,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,2621,2445,2.1743359565734863
tai20_20.txt - Instance 9,20,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,2689,2474,2.3163187503814697
tai20_20.txt - Instance 10,20,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,2691,2420,2.1700046062469482
tai30_15.txt - Instance 1,30,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,3120,2687,2.442003011703491
tai30_15.txt - Instance 2,30,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,3071,2849,2.536677837371826
tai30_15.txt - Instance 3,30,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2795,2795,2.4665629863739014
tai30_15.txt - Instance 4,30,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,3068,2856,2.518187999725342
tai30_15.txt - Instance 5,30,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,3114,2654,2.557035446166992
tai30_15.txt - Instance 6,30,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2967,2830,2.591665506362915
tai30_15.txt - Instance 7,30,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,3144,2719,2.5035314559936523
tai30_15.txt - Instance 8,30,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2463,2463,2.4825992584228516
tai30_15.txt - Instance 9,30,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,3175,2689,2.444706678390503
tai30_15.txt - Instance 10,30,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,2940,2700,2.484532117843628
tai30_20.txt - Instance 1,30,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,3166,3166,4.281330585479736
tai30_20.txt - Instance 2,30,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,3411,3258,4.1000659465789795
tai30_20.txt - Instance 3,30,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,3220,3112,4.769085884094238
tai30_20.txt - Instance 4,30,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,3337,3098,4.0304951667785645
tai30_20.txt - Instance 5,30,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,3360,3285,4.319362640380859
tai30_20.txt - Instance 6,30,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,3326,3326,4.06363582611084
tai30_20.txt - Instance 7,30,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,3050,3050,4.119662523269653
tai30_20.txt - Instance 8,30,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,3452,3081,4.162907600402832
tai30_20.txt - Instance 9,30,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,3207,3077,4.2870399951934814
tai30_20.txt - Instance 10,30,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,3044,3044,4.1492600440979
tai50_15.txt - Instance 1,50,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,4468,3991,5.758155584335327
tai50_15.txt - Instance 2,50,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,4474,4072,6.033725023269653
tai50_15.txt - Instance 3,50,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,3830,3830,6.495058536529541
tai50_15.txt - Instance 4,50,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,4362,4024,5.853593587875366
tai50_15.txt - Instance 5,50,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,4978,4118,6.0833656787872314
tai50_15.txt - Instance 6,50,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,4525,4007,5.837288856506348
tai50_15.txt - Instance 7,50,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,4595,4172,6.011897087097168
tai50_15.txt - Instance 8,50,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,4380,4162,5.799212455749512
tai50_15.txt - Instance 9,50,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,4220,4177,5.8835508823394775
tai50_15.txt - Instance 10,50,15,1000,0.3,0.7,50,0.99,500.0,0.1,100,4471,3970,5.983262777328491
tai50_20.txt - Instance 1,50,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,4577,4577,10.266319036483765
tai50_20.txt - Instance 2,50,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,4642,4595,11.282400131225586
tai50_20.txt - Instance 3,50,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,4210,4210,10.732215404510498
tai50_20.txt - Instance 4,50,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,4377,4377,10.45364236831665
tai50_20.txt - Instance 5,50,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,4536,4513,10.079251766204834
tai50_20.txt - Instance 6,50,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,4944,4407,9.98362922668457
tai50_20.txt - Instance 7,50,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,4906,4613,9.90522050857544
tai50_20.txt - Instance 8,50,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,4539,4539,9.710709810256958
tai50_20.txt - Instance 9,50,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,4651,4651,9.71567964553833
tai50_20.txt - Instance 10,50,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,4879,4826,10.666820049285889
tai100_20.txt - Instance 1,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,7968,7968,35.01531195640564
tai100_20.txt - Instance 2,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,7575,7525,35.065720558166504
tai100_20.txt - Instance 3,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,8170,8170,34.83420538902283
tai100_20.txt - Instance 4,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,8034,8034,34.81267261505127
tai100_20.txt - Instance 5,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,8433,8433,34.965195417404175
tai100_20.txt - Instance 6,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,7820,7820,34.6824312210083
tai100_20.txt - Instance 7,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,8304,8304,33.8672297000885
tai100_20.txt - Instance 8,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,7910,7765,35.590489625930786
tai100_20.txt - Instance 9,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,7843,7520,34.653754234313965
tai100_20.txt - Instance 10,100,20,1000,0.3,0.7,50,0.99,500.0,0.1,100,7869,7629,35.08263325691223
tai15_15.txt - Instance 1,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1865,1727,1.0162990093231201
tai15_15.txt - Instance 2,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1911,1699,1.199974536895752
tai15_15.txt - Instance 3,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1942,1718,1.0825345516204834
tai15_15.txt - Instance 4,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1946,1739,0.8999221324920654
tai15_15.txt - Instance 5,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1725,1667,0.871131181716919
tai15_15.txt - Instance 6,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1739,1662,0.8630518913269043
tai15_15.txt - Instance 7,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1993,1727,0.8995769023895264
tai15_15.txt - Instance 8,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1904,1751,0.8831808567047119
tai15_15.txt - Instance 9,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2057,1751,0.9004538059234619
tai15_15.txt - Instance 10,15,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1808,1733,0.899463415145874
tai20_15.txt - Instance 1,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2225,2053,1.4502220153808594
tai20_15.txt - Instance 2,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2266,2107,1.3521175384521484
tai20_15.txt - Instance 3,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2183,2165,1.346992015838623
tai20_15.txt - Instance 4,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2278,1950,1.3499925136566162
tai20_15.txt - Instance 5,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2335,2132,1.3179702758789062
tai20_15.txt - Instance 6,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2089,2053,2.181917905807495
tai20_15.txt - Instance 7,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2112,2112,2.01645565032959
tai20_15.txt - Instance 8,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2197,2104,1.3359904289245605
tai20_15.txt - Instance 9,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2123,2002,1.33506178855896
tai20_15.txt - Instance 10,20,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,1910,1910,1.3290271759033203
tai20_20.txt - Instance 1,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2679,2482,2.283592939376831
tai20_20.txt - Instance 2,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2519,2469,2.216137170791626
tai20_20.txt - Instance 3,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2449,2439,2.099914789199829
tai20_20.txt - Instance 4,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2773,2486,2.1167213916778564
tai20_20.txt - Instance 5,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2679,2472,2.16324520111084
tai20_20.txt - Instance 6,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2297,2297,2.1033477783203125
tai20_20.txt - Instance 7,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2870,2561,2.1520590782165527
tai20_20.txt - Instance 8,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2621,2554,2.2141480445861816
tai20_20.txt - Instance 9,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2689,2503,2.250073194503784
tai20_20.txt - Instance 10,20,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,2691,2344,2.1699025630950928
tai30_15.txt - Instance 1,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3120,2708,2.429793357849121
tai30_15.txt - Instance 2,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3071,2908,2.449704170227051
tai30_15.txt - Instance 3,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2795,2795,2.4241888523101807
tai30_15.txt - Instance 4,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3068,2806,2.4285097122192383
tai30_15.txt - Instance 5,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3114,2863,2.5680038928985596
tai30_15.txt - Instance 6,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2967,2773,2.5282201766967773
tai30_15.txt - Instance 7,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3144,2823,2.519881248474121
tai30_15.txt - Instance 8,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2463,2463,2.4334144592285156
